13880, 4268, -7820, 9
13960, 4352, -7804, 9
672, -384, 16656, 1
712, -380, 16592, 1
-440, 14728, -6964, 10
-14104, 4868, -6980, 11
740, -464, 16712, 1
-8352, 11720, 7664, 5
-228, 408, -16892, 12
13872, 4312, -7928, 9
100, -15128, 6860, 2
8568, -11772, -8156, 8
756, -440, 16660, 1
724, -340, 16676, 1
-8736, -11712, -7828, 7
